[2025-11-26 14:18:26:226] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-11-28 10:25:24:131] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:24:131] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:24:132] P9078_TrajLinearMoveEx[1] end: 8.944634, 14.442200, 9.794800, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:24:133] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:27:538] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:27:553] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:27:569] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:27:585] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:27:630] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:25:27:634] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:25:27:936] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:27:952] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:27:969] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:27:969] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:27:985] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:28:0] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:28:1] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:28:1] P9078_TrajLinearMoveEx[1] end: 8.444600, 14.442200, 10.307341, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:28:2] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:28:2] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:28:3] P9078_TrajLinearMoveEx[1] end: 9.444600, 14.442200, 10.307341, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:28:5] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:32:782] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:32:798] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:32:814] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:32:830] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:32:924] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:32:940] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:32:956] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:32:956] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:32:973] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:32:989] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:32:989] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:32:990] P9078_TrajLinearMoveEx[1] end: 9.444600, 14.442200, 10.307341, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:32:991] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:32:991] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:32:992] P9078_TrajLinearMoveEx[1] end: 8.444600, 14.442200, 10.307341, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:32:993] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:36:401] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:36:417] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:36:434] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:36:449] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:36:499] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:25:36:502] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:25:36:816] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:36:832] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:36:848] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:36:848] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:36:864] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:36:880] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:36:880] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:36:881] P9078_TrajLinearMoveEx[1] end: 8.943307, 14.442200, 9.807300, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:36:882] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:36:882] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:36:883] P9078_TrajLinearMoveEx[1] end: 8.943307, 14.442200, 10.807300, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:36:884] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:41:646] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:41:661] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:41:677] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:41:693] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:41:789] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:41:805] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:41:822] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:41:822] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:41:837] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:41:853] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:41:854] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:41:854] P9078_TrajLinearMoveEx[1] end: 8.943307, 14.442200, 10.807300, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:41:855] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:41:855] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:41:856] P9078_TrajLinearMoveEx[1] end: 8.943307, 14.442200, 9.807300, 0.000000, 0.000000, 0.000000, vel: 0.300000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:41:857] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:45:282] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:45:297] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:45:329] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:45:345] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:45:514] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:25:45:526] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:25:45:822] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:45:837] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:45:853] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:45:853] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:45:870] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:45:885] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:45:885] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:45:886] P9078_TrajLinearMoveEx[1] end: 8.943300, 14.402200, 10.307252, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:45:887] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:45:887] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:45:888] P9078_TrajLinearMoveEx[1] end: 8.943300, 14.482200, 10.307252, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:45:889] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:47:574] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:47:591] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:47:607] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:47:622] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:47:718] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:47:732] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:47:749] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:47:749] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:47:765] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:47:780] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:47:781] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:47:782] P9078_TrajLinearMoveEx[1] end: 8.943300, 14.482200, 10.307252, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:47:783] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:47:783] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:47:784] P9078_TrajLinearMoveEx[1] end: 8.943300, 14.402200, 10.307252, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:47:785] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:48:400] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:48:417] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:48:433] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:48:448] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:48:505] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:25:48:508] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:25:48:512] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:25:48:924] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:48:945] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:48:956] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:48:956] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:48:972] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:48:988] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:48:988] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:48:989] P9078_TrajLinearMoveEx[1] end: 8.843300, 14.406135, 10.307300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:48:990] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:48:990] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:48:991] P9078_TrajLinearMoveEx[1] end: 9.043300, 14.406135, 10.307300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:48:992] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:51:190] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:51:205] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:51:221] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:51:237] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:51:332] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:51:348] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:51:365] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:51:365] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:51:380] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:51:396] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:51:396] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:51:397] P9078_TrajLinearMoveEx[1] end: 9.043300, 14.406135, 10.307300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:51:398] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:51:398] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:51:399] P9078_TrajLinearMoveEx[1] end: 8.843300, 14.406135, 10.307300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:51:400] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:52:813] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:52:829] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:52:846] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:52:861] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:53:7] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:25:53:10] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:25:53:13] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:25:53:228] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:53:244] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:53:260] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:53:260] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:53:277] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:53:293] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:53:293] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:53:294] P9078_TrajLinearMoveEx[1] end: 8.943196, 14.406100, 10.207300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:53:295] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:53:295] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:53:296] P9078_TrajLinearMoveEx[1] end: 8.943196, 14.406100, 10.407300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:53:297] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:55:475] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:55:491] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:55:508] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:55:523] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:55:620] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:55:635] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:55:651] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:55:651] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:55:667] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:55:683] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:55:683] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:55:684] P9078_TrajLinearMoveEx[1] end: 8.943196, 14.406100, 10.407300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:55:685] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:55:685] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:55:686] P9078_TrajLinearMoveEx[1] end: 8.943196, 14.406100, 10.207300, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:55:687] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:57:96] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:57:112] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:57:129] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:57:144] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:57:296] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:25:57:299] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:25:57:301] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:25:57:511] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:57:527] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:57:544] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:57:544] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:57:560] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:57:576] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:57:576] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:57:577] P9078_TrajLinearMoveEx[1] end: 8.843200, 14.406100, 10.303422, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:57:578] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:57:578] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:57:579] P9078_TrajLinearMoveEx[1] end: 9.043200, 14.406100, 10.303422, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:57:580] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:59:758] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:59:774] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:59:791] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:59:806] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:59:902] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:25:59:918] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:59:934] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:25:59:934] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:25:59:951] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:25:59:967] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:25:59:967] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:25:59:968] P9078_TrajLinearMoveEx[1] end: 9.043200, 14.406100, 10.303422, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:25:59:969] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:25:59:969] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:25:59:970] P9078_TrajLinearMoveEx[1] end: 8.843200, 14.406100, 10.303422, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:25:59:971] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:1:382] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:1:399] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:1:414] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:1:430] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:1:578] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:1:581] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:1:584] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:1:797] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:1:813] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:1:830] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:1:830] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:1:846] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:1:862] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:1:862] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:1:862] P9078_TrajLinearMoveEx[1] end: 8.944261, 14.406100, 10.203400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:1:863] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:1:863] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:1:864] P9078_TrajLinearMoveEx[1] end: 8.944261, 14.406100, 10.403400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:1:865] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:4:42] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:4:58] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:4:74] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:4:90] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:4:186] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:4:201] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:4:217] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:4:217] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:4:233] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:4:249] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:4:249] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:4:250] P9078_TrajLinearMoveEx[1] end: 8.944261, 14.406100, 10.403400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:4:251] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:4:251] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-11-28 10:26:4:252] P9078_TrajLinearMoveEx[1] end: 8.944261, 14.406100, 10.203400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-11-28 10:26:4:253] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:5:665] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:5:681] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:5:697] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:5:713] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:5:868] P9078_AxisAbsJog[1-5], pos: 10.194800, vel: 3.000000, rc: 0
[2025-11-28 10:26:5:876] P9078_AxisAbsJog[1-3], pos: 8.835100, vel: 3.000000, rc: 0
[2025-11-28 10:26:5:878] P9078_AxisAbsJog[1-4], pos: 14.442200, vel: 3.000000, rc: 0
[2025-11-28 10:26:6:92] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-11-28 10:26:6:108] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:6:125] P9078_TrajEnable[1], rc: 0
[2025-11-28 10:26:6:125] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-11-28 10:26:6:141] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-11-28 10:26:6:156] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-11-28 10:26:6:157] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-11-28 10:26:6:158] P9078_TrajLinearMoveEx[1] end: 8.944300, 14.366100, 10.308712, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-11-28 10:26:6:159] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-11-28 10:26:6:159] P9078_TrajSetMotionId[1] id: 2, rc: 0
