[2025-11-26 14:18:26:226] P9078_AxisSetParameter[0-0] PN: 1202, PV: 1, rc: 0
[2025-12-11 4:20:58:466] P9078_TrajLinearMoveEx[1] end: 8.984100, 14.365600, 10.263135, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:20:58:467] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:58:468] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:20:58:469] P9078_TrajLinearMoveEx[1] end: 8.784100, 14.365600, 10.263135, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:20:58:470] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:20:59:885] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:59:901] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:20:59:916] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:20:59:932] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:0:77] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:0:79] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:0:81] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:0:295] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:0:311] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:0:327] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:0:327] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:0:343] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:0:359] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:0:359] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:0:360] P9078_TrajLinearMoveEx[1] end: 8.884224, 14.365600, 10.163100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:0:361] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:0:361] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:0:362] P9078_TrajLinearMoveEx[1] end: 8.884224, 14.365600, 10.363100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:0:363] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:2:476] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:2:493] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:2:509] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:2:524] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:2:620] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:2:636] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:2:652] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:2:652] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:2:669] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:2:685] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:2:685] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:2:686] P9078_TrajLinearMoveEx[1] end: 8.884224, 14.365600, 10.363100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:2:687] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:2:687] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:2:688] P9078_TrajLinearMoveEx[1] end: 8.884224, 14.365600, 10.163100, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:2:689] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:4:86] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:4:101] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:4:117] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:4:133] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:4:276] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:4:279] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:4:281] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:4:482] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:4:498] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:4:515] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:4:515] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:4:530] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:4:546] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:4:546] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:4:547] P9078_TrajLinearMoveEx[1] end: 8.884200, 14.325600, 10.263385, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:4:548] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:4:548] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:4:549] P9078_TrajLinearMoveEx[1] end: 8.884200, 14.405600, 10.263385, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:4:550] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:6:279] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:6:294] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:6:310] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:6:326] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:6:422] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:6:438] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:6:455] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:6:455] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:6:470] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:6:486] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:6:486] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:6:487] P9078_TrajLinearMoveEx[1] end: 8.884200, 14.405600, 10.263385, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:6:488] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:6:488] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:6:489] P9078_TrajLinearMoveEx[1] end: 8.884200, 14.325600, 10.263385, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:6:490] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:7:109] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:7:124] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:7:140] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:7:156] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:7:184] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:7:187] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:7:189] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:7:570] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:7:586] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:7:603] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:7:603] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:7:618] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:7:634] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:7:634] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:7:635] P9078_TrajLinearMoveEx[1] end: 8.784200, 14.368952, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:7:636] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:7:636] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:7:637] P9078_TrajLinearMoveEx[1] end: 8.984200, 14.368952, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:7:638] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:9:862] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:9:878] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:9:894] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:9:910] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:10:5] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:10:20] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:10:36] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:10:36] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:10:52] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:10:69] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:10:69] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:10:70] P9078_TrajLinearMoveEx[1] end: 8.984200, 14.368952, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:10:71] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:10:71] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:10:72] P9078_TrajLinearMoveEx[1] end: 8.784200, 14.368952, 10.263400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:10:73] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:11:486] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:11:502] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:11:517] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:11:533] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:11:710] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:11:712] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:11:714] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:11:931] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:11:947] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:11:963] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:11:963] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:11:978] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:11:994] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:11:994] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:11:995] P9078_TrajLinearMoveEx[1] end: 8.883853, 14.369000, 10.163400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:11:996] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:11:996] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:11:997] P9078_TrajLinearMoveEx[1] end: 8.883853, 14.369000, 10.363400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:11:998] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:14:96] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:14:111] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:14:127] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:14:143] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:14:238] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:14:254] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:14:270] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:14:270] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:14:287] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:14:303] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:14:303] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:14:304] P9078_TrajLinearMoveEx[1] end: 8.883853, 14.369000, 10.363400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:14:305] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:14:305] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:14:306] P9078_TrajLinearMoveEx[1] end: 8.883853, 14.369000, 10.163400, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:14:307] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:15:718] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:15:734] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:15:750] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:15:766] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:15:912] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:15:914] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:15:916] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:16:118] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:16:133] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:16:149] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:16:149] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:16:166] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:16:182] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:16:182] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:16:183] P9078_TrajLinearMoveEx[1] end: 8.783900, 14.369000, 10.263694, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:16:184] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:16:184] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:16:185] P9078_TrajLinearMoveEx[1] end: 8.983900, 14.369000, 10.263694, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:16:186] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:18:409] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:18:424] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:18:440] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:18:456] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:18:552] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:18:568] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:18:585] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:18:585] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:18:600] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:18:616] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:18:617] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:18:617] P9078_TrajLinearMoveEx[1] end: 8.983900, 14.369000, 10.263694, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:18:618] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:18:618] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:18:619] P9078_TrajLinearMoveEx[1] end: 8.783900, 14.369000, 10.263694, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:18:620] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:20:19] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:20:35] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:20:52] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:20:67] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:20:214] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:20:217] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:20:220] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:20:434] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:20:450] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:20:466] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:20:466] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:20:483] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:20:499] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:20:499] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:20:500] P9078_TrajLinearMoveEx[1] end: 8.883711, 14.369000, 10.163700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:20:501] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:20:501] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:20:502] P9078_TrajLinearMoveEx[1] end: 8.883711, 14.369000, 10.363700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:20:503] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:22:598] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:22:614] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:22:630] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:22:646] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:22:742] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:22:757] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:22:773] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:22:774] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:22:788] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:22:805] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:22:805] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:22:806] P9078_TrajLinearMoveEx[1] end: 8.883711, 14.369000, 10.363700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:22:807] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:22:807] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:22:808] P9078_TrajLinearMoveEx[1] end: 8.883711, 14.369000, 10.163700, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:22:809] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:24:214] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:24:231] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:24:246] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:24:262] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:24:407] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:24:409] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:24:411] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:24:626] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:24:642] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:24:657] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:24:658] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:24:673] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:24:689] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:24:689] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:24:690] P9078_TrajLinearMoveEx[1] end: 8.883700, 14.329000, 10.262254, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:24:691] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:24:691] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:24:692] P9078_TrajLinearMoveEx[1] end: 8.883700, 14.409000, 10.262254, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:24:693] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:26:408] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:26:422] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:26:438] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:26:454] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:26:548] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:26:564] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:26:580] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:26:581] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:26:596] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:26:612] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
[2025-12-11 4:21:26:612] P9078_TrajSetMotionId[1] id: 1, rc: 0
[2025-12-11 4:21:26:613] P9078_TrajLinearMoveEx[1] end: 8.883700, 14.409000, 10.262254, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 0, rc: 0
[2025-12-11 4:21:26:614] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:26:614] P9078_TrajSetMotionId[1] id: 2, rc: 0
[2025-12-11 4:21:26:615] P9078_TrajLinearMoveEx[1] end: 8.883700, 14.329000, 10.262254, 0.000000, 0.000000, 0.000000, vel: 0.150000, acc: 80.000000, type: 1, rc: 0
[2025-12-11 4:21:26:616] P9078_TrajDelay[1], delay: 0.010000 sec, rc: 0
[2025-12-11 4:21:27:233] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:27:248] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:27:264] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:27:280] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:27:307] P9078_AxisAbsJog[1-5], pos: 10.152100, vel: 3.000000, rc: 0
[2025-12-11 4:21:27:310] P9078_AxisAbsJog[1-3], pos: 8.790500, vel: 3.000000, rc: 0
[2025-12-11 4:21:27:312] P9078_AxisAbsJog[1-4], pos: 14.412200, vel: 3.000000, rc: 0
[2025-12-11 4:21:27:708] P9078_AxisSetParameter[1-3] PN: 1200, PV: 0, rc: 0
[2025-12-11 4:21:27:723] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:27:740] P9078_TrajEnable[1], rc: 0
[2025-12-11 4:21:27:740] P9078_TrajCombineAxes[1] 0x0, rc: 0
[2025-12-11 4:21:27:755] P9078_TrajCombineAxesEx[1] 3 , rc: 0
[2025-12-11 4:21:27:771] P9078_AxisSetParameter[1-3] PN: 1200, PV: 1, rc: 0
